id,employee_id,email,password_hash,is_active,role_id,created_at,updated_at,created_by,updated_by
1c4c4110-b91b-4960-afdc-16f242cf3e13,3442,kaylah.moon@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
adfeadb3-bf85-4140-9679-943e5850da26,3443,kristen.tate@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
ec61b562-16b3-4138-bf9b-10a55d1380bd,3444,bobby.rodgers@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
88012ddc-c987-444e-97df-e15529151c60,3445,reid.park@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
63f66b82-910c-47ed-ba11-31d34b2e4f14,3446,hector.dalton@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
b0f348d9-3847-4d46-9429-dd700779bfc6,3447,mariela.schultz@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
6e510975-f37c-4dbf-bd29-f5a6342dd48c,3448,angela.molina@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
35e7fa9a-4e36-42b8-b68d-54d9c8044549,3449,gerald.preston@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
3dfd8117-ec0c-4de7-a98f-fb31302a2167,3450,reilly.moyer@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
fb1cb315-8054-4817-8323-75ad342c8da3,3451,carlee.french@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
14bcd282-1702-4735-93ad-d00fb086ac5c,3452,jaydon.blackburn@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
cd6af756-dfa8-4552-9925-290d50ebd253,3453,bridger.carter@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
2c916d5d-d84b-4895-a154-a53e10d6a2ba,3454,leon.beard@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
4192743f-a46c-4556-8207-f8cee73e782d,3455,charity.miranda@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
1944d8d6-f54b-42c2-b9a4-6083db898447,3456,axel.howe@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
0d54342f-36cd-475a-8450-9d2dcaefde66,3457,milton.wall@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
004e7bad-87b1-4d7d-a3ec-c94e3f13f053,3458,cory.robinson@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
41cee350-796c-4f8c-981b-849b94d397b8,3459,saniya.yu@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
753e1fea-4e2c-4f0f-98d2-e98e7917df1a,3460,alisa.james@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
ecd33b65-4a01-4688-937e-975632dad2a8,3461,lincoln.compton@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
ca16bdb5-2731-43b8-9101-5395bb1926b2,3462,aliana.nolan@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
4091bd14-399e-4540-906b-0ed5ae5c0308,3463,kayden.dodson@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
427b92f1-001a-43c1-86fd-13f88a77e066,3464,james.duke@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
ad64a365-b784-4379-ac4c-88144f4bf68d,3465,willow.stuart@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
5750aff5-ca35-4381-bd73-85c0347f5209,3466,clayton.walker@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
5331c134-bf75-4005-8df9-06d0889d247c,3467,celia.curtis@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
a9fbc3f6-3375-407a-a7b7-9a3b870fac6d,3468,valentin.reilly@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
69813451-e58e-4ade-82ad-9d0d8efb49b1,3469,ryland.shepherd@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
033ab4f0-3014-41ba-9168-a6afe543fb49,3470,esteban.gilbert@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
e693a650-11e3-44f1-8305-9a46e2ea2f25,3471,jonathan.adkins@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
814f0696-78a2-4d0d-9890-e6ad7161f221,3472,nevaeh.soto@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
96529db4-9da8-4fc4-9698-1b505eef0bc9,3473,chaim.mata@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
197e172e-8d36-4013-9955-f55df5ec7ada,3474,arely.patton@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
ef0bb5bf-db1c-4bfd-99ae-d57a84a886d4,3475,vance.trujillo@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
57190c4d-0985-46cb-ac5c-d50465eb1d4b,3476,charlie.koch@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
9b437537-6949-4b39-8847-c02273f74056,3477,sonny.horne@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
e5444bd9-20da-483a-8e1b-c7ac57678f56,3478,thomas.chandler@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
a909973e-db16-4f97-bc8b-1d6ebfd9428e,3479,sarai.stone@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
0fb563bb-50ee-4c43-94ab-a85ce16fb382,3480,jerimiah.harmon@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
def11fb8-bb3f-4625-ab8a-3081752b7003,3481,leland.allen@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
633c7871-b501-4c60-a40d-b9e902268d12,3482,cristal.bolton@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
cb8f446f-58a5-4708-912c-ac2dda12538e,3483,jaslene.harding@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
f1c07643-7347-488a-a4bc-81c731a9aa05,3484,albert.gonzalez@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
8b28c51d-caef-4d79-bef5-673357bda207,3485,jaiden.johnson@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
204f479f-ea03-4f11-a295-491407857abf,3486,brendon.mcconnell@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
3df5df1f-f74b-4d1b-b4fa-47465583aeff,3487,kimora.parsons@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
5cd6c921-9670-491d-a801-fe36a61acabf,3488,willie.patterson@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
a60fc270-77d0-4f74-a576-fe79fb463751,3489,devyn.powers@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
aa00fcb2-82ed-4087-85dd-155181852f13,3490,weston.preston@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
aec4436e-8868-4a91-8d08-62fead7e9b90,3491,lennon.buchanan@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
57b4eba4-b1c3-4c68-8866-fd7852e1280b,3492,vicente.merritt@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
c0dfdf31-79bd-4a65-9efe-c4db9eb1fc13,3493,hugo.clay@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
4ab7a863-8db7-450d-b363-425964e2657c,3494,cohen.raymond@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
87096505-f9ec-43e7-9fba-413bf4f6425c,3495,tia.ellis@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
9f68a608-90dd-4c25-b75d-9d5c2d21e05e,3496,aspen.bentley@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
42ff0e78-2108-403d-ad0d-598929649923,3497,graham.rodriguez@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
ec552a15-2946-4163-8333-3aa62fb248d3,3498,joel.mcmillan@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
104b8cac-f1a6-4aa5-a575-98c9fb8ca24f,3499,maci.frost@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
7e24e470-1544-4763-927e-a0398b5e7d1c,3500,nevaeh.lucas@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
b2be72e1-d156-4cf6-907a-2944d0b1732c,3501,garrett.zimmerman@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
c6e796ec-1df5-472e-b2b0-a04270c82018,3502,eugene.marks@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
baa418dd-9249-4aa0-83a2-cf39bdd2e2d2,3503,geovanni.pugh@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
209be72f-083e-47f4-9c76-1eba2cdfae7a,3504,javon.kelley@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
c21c4078-50d7-48d5-87d0-860fa2a0abcd,3505,amaya.hicks@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
74c10138-8326-46ac-a0de-07f0d0f63630,3506,laila.woodard@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
719a83bb-a57a-4a41-9a86-8d10b3246ebf,3507,ivan.huff@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
f509b9ee-d332-4852-a962-b165de8097b6,3508,aidan.harding@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
f72d7931-ed70-41f1-933b-5bf709b12e70,3509,cruz.boyer@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
beb9e13a-6f64-4fca-92f0-ef70c95e2ce2,3510,raven.koch@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
563ccff1-39c0-4ff7-9efe-5950160ea690,3511,karli.barker@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
cc3ccfed-888a-43fe-a955-c19a61aa2af4,3512,tyrone.sosa@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
6a8d75bc-7182-409b-a555-301e57abc61a,3513,damaris.cisneros@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
98497d05-1b64-49c4-b404-15ee17f0af5b,3514,alexus.estes@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,True,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
29fd49f3-6a04-42c9-bd18-14e35bc4464a,3515,kinsley.flowers@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
8feeb869-fc74-4e79-864b-1cbf3f86d016,3516,deborah.love@bilearner.com,$2a$10$8.UnVuG9HHgffUDAlk8qfOuVGkqRzgVymGe07xd0P1R6sKz19lZ2O,False,3,2026-08-17 22:24:22,2026-08-17 22:24:22,SYSTEM_ETL,SYSTEM_ETL
